,,,,,,,,
Item OCLC Number,Title,Author Name,LHR Item Call Number,Conspectus Subject,Publisher Name,Publication Date,Circulation Activity Count,URL
20690848,Reading within and beyond the classroom /,"Taverner, D. T.",428.4071 Ta233R, Theory & Practice of Education,"Open University Press,",1990,0,https://libswu.on.worldcat.org/oclc/20690848
20754201,Classroom ethnography :empirical and methodological essays /,"Hammersley, Martyn.",370.78 Ha224C, Theory & Practice of Education,"Open University Press,",1990,0,https://libswu.on.worldcat.org/oclc/20754201
20756201,Understanding reading problems :assessment and instruction /,"Gillet, Jean Wallace.; Temple, Charles A.,",428.4 Gi479U, Theory & Practice of Education,"Scott Foresman/Little, Brown Higher Education,",1990,0,https://libswu.on.worldcat.org/oclc/20756201
21080492,The world of storytelling /,"Pellowski, Anne.",808.543 Pe392W 1990, Theory & Practice of Education,"H.W. Wilson,",1990,0,https://libswu.on.worldcat.org/oclc/21080492
21080968,Educational psychology :theory into practice /,"Slavin, Robert E.",370.15 Sl631E 1991, Educational Psychology,"Prentice Hall,",1991,0,https://libswu.on.worldcat.org/oclc/21080968
21195562,Remedial reading for elementary school students /,"McGowen, Carolyn Smith,; ERIC Clearinghouse on Reading and Communication Skills.",372.43 Ma146R, Theory & Practice of Education,"ERIC Clearinghouse on Reading and Communication Skills,",1990,0,https://libswu.on.worldcat.org/oclc/21195562
21214880,The computer in the reading curriculum /,"Whitaker, Barbara Tonkovich.; Schwartz, Eileen.Vockell, Edward L.",371.334 Wh577C, Theory & Practice of Education,"McGraw-Hill Pub. Co. ;Mitchell Pub. Co.,",1989,0,https://libswu.on.worldcat.org/oclc/21214880
21303774,The economics of education /,"Cohn, Elchanan.; Geske, Terry G.,",338.4737 Co678E, Economics of Education,"Pergamon Press,",1990,0,https://libswu.on.worldcat.org/oclc/21303774
21799708,Essentials of educational psychology /,"D?uric?, Ladislav.; International Bureau of Education.",370.15 Du962E, Educational Psychology,"J. Kingsley Publishers, in association with Unesco,",1989,0,https://libswu.on.worldcat.org/oclc/21799708
21799708,Essentials of educational psychology /,"D?uric?, Ladislav.; International Bureau of Education.",370.15 Du962E  c.2, Educational Psychology,"J. Kingsley Publishers, in association with Unesco,",1989,0,https://libswu.on.worldcat.org/oclc/21799708
21799708,Essentials of educational psychology /,"D?uric?, Ladislav.; International Bureau of Education.",370.15 Du962E  c.3, Educational Psychology,"J. Kingsley Publishers, in association with Unesco,",1989,0,https://libswu.on.worldcat.org/oclc/21799708
21901951,"International comparative education :practices, issues & prospects /","Thomas, R. Murray",370.195 In61, Theory & Practice of Education,"Pergamon,",1990,0,https://libswu.on.worldcat.org/oclc/21901951
21911065,Instructional design :implications from cognitive science /,"West, Charles K.; Farmer, James A.Wolff, Phillip M.",370.1523 We516I, Theory & Practice of Education,"Prentice Hall,",1991,0,https://libswu.on.worldcat.org/oclc/21911065
21949275,Applying educational psychology in the classroom /,"Dembo, Myron H.",370.15 De375A, Educational Psychology,"Longman,",1991,0,https://libswu.on.worldcat.org/oclc/21949275
22043828,World declaration on education for all and framework for action to meet basic learning needs.,World Conference on Education for All.,370.1 Wo927  c.2, Special Aspects of Education,"Inter-Agency Commission,",1990,0,https://libswu.on.worldcat.org/oclc/22043828
22181658,Children with literacy difficulties /,"Pinsent, Pat.",371.926 Ch536, Theory & Practice of Education,"David Fulton,",1990,0,https://libswu.on.worldcat.org/oclc/22181658
22422464,Learning :principles and applications /,"Klein, Stephen B.",370.1523 Kl64L 1991, Educational Psychology,"McGraw-Hill,",1991,0,https://libswu.on.worldcat.org/oclc/22422464
22422464,Learning :principles and applications /,"Klein, Stephen B.",370.1523 Kl64L 1991  c.2, Educational Psychology,"McGraw-Hill,",1991,0,https://libswu.on.worldcat.org/oclc/22422464
22450973,Beyond education :a new perspective on society's management of learning /,"Thomas, Alan M.,",370.19 Th454B, Educational Psychology,"Jossey-Bass,",1991,0,https://libswu.on.worldcat.org/oclc/22450973
22629679,Storytelling folklore sourcebook /,"Livo, Norma J.,; Rietz, Sandra A.",808.543 Li788S, Theory & Practice of Education,"Libraries Unlimited,",1991,0,https://libswu.on.worldcat.org/oclc/22629679
22629855,Diagnosis and correction in reading instruction /,"Rubin, Dorothy.",428.42 Ru896D, Theory & Practice of Education,"Allyn and Bacon,",1991,0,https://libswu.on.worldcat.org/oclc/22629855
22663430,Education in the developing world :conflict and crisis /,"Graham-Brown, Sarah.",370 Gr730E, Special Aspects of Education,"Longman,",1991,0,https://libswu.on.worldcat.org/oclc/22663430
22663912,"International policies for Third World education :Unesco, literacy, and development /","Jones, Phillip W.",370.91724 Jo77I, Special Aspects of Education,"Routledge,",1988,0,https://libswu.on.worldcat.org/oclc/22663912
22664701,Semantic feature analysis :classroom applications /,"Pittelman, Susan D.",371.3 Se471, Theory & Practice of Education,"International Reading Association,",1991,0,https://libswu.on.worldcat.org/oclc/22664701
22691355,Innovative resource materials for teaching new technologies.,Unesco.Unesco.; Unesco Regional Training Workshop on the Development and Introduction of Innovative Instructional Materials in Areas of New Technology,320.56 An68R, Theory & Practice of Education,"Unesco Principal Regional Office for Asia and the Pacific,",1989,0,https://libswu.on.worldcat.org/oclc/22691355
22767585,Transcending stereotypes :discovering Japanese culture and education /,"Finkelstein, Barbara,Imamura, Anne E.,Tobin, Joseph Jay,; International Center for the Study of Education Policy and Human Values (College Park, Md.)",370.952 Tr772, Theory & Practice of Education,"Intercultural Press,",1991,0,https://libswu.on.worldcat.org/oclc/22767585
23382664,The psychology of educational technology and instructional media /,"Spencer, Ken,",371.3078 Sp741P, Theory & Practice of Education,"Routledge,",1988,0,https://libswu.on.worldcat.org/oclc/23382664
23771194,Diagnostic teaching of reading :techniques for instruction and assessment /,"Walker, Barbara J.,",428.407 Wa178D, Theory & Practice of Education,"Merrill ;Maxwell Macmillan Canada ;Maxwell Macmillan International,",1992,0,https://libswu.on.worldcat.org/oclc/23771194
23940862,Multicultural education of children and adolescents /,"Baruth, Leroy G.; Manning, M. Lee.",370.19341 Ba295M, Multicultural Education,"Allyn and Bacon,",1992,0,https://libswu.on.worldcat.org/oclc/23940862
23940869,Teaching reading and study skills in content areas /,"Rubin, Dorothy.",428 Ru896T, Theory & Practice of Education,"Allyn and Bacon,",1992,0,https://libswu.on.worldcat.org/oclc/23940869
23940942,101 ways to develop student self-esteem and responsibility.,"Canfield, Jack,; Siccone, Frank,",370.154 Ca222O, Educational Psychology,"Allyn and Bacon,",1993,0,https://libswu.on.worldcat.org/oclc/23940942
23973921,Content reading instruction :a communication approach /,"Conley, Mark William.",428.4071 Co752C, Theory & Practice of Education,"McGraw-Hill,",1992,0,https://libswu.on.worldcat.org/oclc/23973921
23973921,Content reading instruction :a communication approach /,"Conley, Mark William.",428.4071 Co752C  c.2, Theory & Practice of Education,"McGraw-Hill,",1992,0,https://libswu.on.worldcat.org/oclc/23973921
23977022,The unschooled mind :how children think and how schools should teach /,"Gardner, Howard,",370.152 Ga227U, Educational Psychology,"BasicBooks,",1991,0,https://libswu.on.worldcat.org/oclc/23977022
24067006,Education and gender equality /,"Wrigley, Julia,",370.19345 Ed24, Educational Sociology,"Falmer Press,",1992,0,https://libswu.on.worldcat.org/oclc/24067006
24174893,Selecting and developing media for instruction /,"Reynolds, Angus,; Anderson, Ronald H.",371.3078 Re462, Theory & Practice of Education,"Van Nostrand Reinhold,",1992,0,https://libswu.on.worldcat.org/oclc/24174893
24319740,Motivation in the classroom /,"Spaulding, Cheryl Lynn.",371.1024 Sp739M, Educational Psychology,"McGraw-Hill,",1992,0,https://libswu.on.worldcat.org/oclc/24319740
24319740,Motivation in the classroom /,"Spaulding, Cheryl Lynn.",371.1024 Sp739M  c.2, Educational Psychology,"McGraw-Hill,",1992,0,https://libswu.on.worldcat.org/oclc/24319740
24319740,Motivation in the classroom /,"Spaulding, Cheryl Lynn.",371.1024 Sp739M  c.3, Educational Psychology,"McGraw-Hill,",1992,0,https://libswu.on.worldcat.org/oclc/24319740
24429911,Learning theories for teachers /,"Bigge, Morris L.; Shermis, S. Samuel.",370.1523 Bi592L, Educational Psychology,"HarperCollins,",1992,0,https://libswu.on.worldcat.org/oclc/24429911
24467858,Human diversity in education :an integrative approach /,"Cushner, Kenneth.; McClelland, Averil.Safford, Philip L.",370.19341 Cu486H, Multicultural Education,"McGraw-Hill,",1992,0,https://libswu.on.worldcat.org/oclc/24467858
24467858,Human diversity in education :an integrative approach /,"Cushner, Kenneth.; McClelland, Averil.Safford, Philip L.",370.19341 Cu486H  c.3, Multicultural Education,"McGraw-Hill,",1992,0,https://libswu.on.worldcat.org/oclc/24467858
24502796,What research has to say about reading instruction /,"Samuels, S. Jay.Farstrup, Alan E.",428.4 Wh555, Theory & Practice of Education,"International Reading Association,",1992,0,https://libswu.on.worldcat.org/oclc/24502796
24539668,Society and education /,"Levine, Daniel U.,; Havighurst, Robert J.",370.190973 Le665S  c.2, Educational Sociology,"Allyn and Bacon,",1992,0,https://libswu.on.worldcat.org/oclc/24539668
24546694,Educational psychology and classroom practice :a partnership /,"McCown, R. R.,; Roop, Peter.",370.15 Ma131E, Educational Psychology,"Allyn and Bacon,",1992,0,https://libswu.on.worldcat.org/oclc/24546694
24936644,Participation and performance in primary schooling :a study of equality of educational opportunity in Mauritius /,"Chinapah, Vinayagum.; Stockholms universitet.",372.96982 Ch539P, Educational Sociology,"Institute of International Education, University of Stockholm,",1983,0,https://libswu.on.worldcat.org/oclc/24936644
25021247,Training needs in the use of media for distance education /,"Timmers, Shannon.; Asian Mass Communication Research and Information Centre.",378.03 Tr768, Theory & Practice of Education,"Asian Mass Communication Research and Information Centre,",1990,0,https://libswu.on.worldcat.org/oclc/25021247
25317319,Contexts for learning :sociocultural dynamics in children's development /,"Forman, Ellice A.Minick, Norris.Stone, C. Addison.",370.152 Fo724C, Educational Psychology,"Oxford University Press,",1993,0,https://libswu.on.worldcat.org/oclc/25317319
25384109,Developmental motor activities for all children :from theory to practice /,"Lerch, Harold A.; Stopka, Christine B.,",370.155 Le614D, Educational Psychology,"Brown & Benchmark,",1992,0,https://libswu.on.worldcat.org/oclc/25384109
25411418,The Reading for real handbook /,"Harrison, Colin,Coles, Martin,",372.41 Re287, Theory & Practice of Education,"Routledge,",1992,0,https://libswu.on.worldcat.org/oclc/25411418
25413110,"Teaching in content areas with reading, writing, and reasoning /","Herber, Harold L.; Nelson-Herber, Joan.",428 He535T, Theory & Practice of Education,"Allyn and Bacon,",1993,0,https://libswu.on.worldcat.org/oclc/25413110
25553373,Racism and education :structures and strategies /,"Gill, Dawn.Mayor, Barbara M.,Blair, Maud.",370.19344 Ra121, Educational Sociology,"Sage Publications in association with Open University,",1992,0,https://libswu.on.worldcat.org/oclc/25553373
25631623,Knowing and reasoning in college :gender-related patterns in students' intellectual development /,"Baxter Magolda, Marcia B.,",370.1523 Ba355K, Educational Psychology,"Jossey-Bass,",1992,0,https://libswu.on.worldcat.org/oclc/25631623
25769872,Popularization of science and technology :delivery systems for out-of-school science activities including regional science olympiad.,Asia and the Pacific Programme of Educational Innovation for Development.RECSAM (Organization); Regional Training Workshop on Improvement of Delivery Systems for Out-of School Science Activities.Technical Working Group Meeting on the First Asia and the Pacific Regional Science Olympiad.,507.155 Po831, Special Aspects of Education,"Unesco Principal Regional Office for Asia and the Pacific,",1991,0,https://libswu.on.worldcat.org/oclc/25769872
25860171,New resources for education :community management and financing of schools in less developed countries /,"Bray, Mark,",379.091724 Br827N, Special Aspects of Education,"Commonwealth Secretariat,",1987,0,https://libswu.on.worldcat.org/oclc/25860171
25915399,Teaching them to read /,"Durkin, Dolores.",372.41 Du963T, Theory & Practice of Education,"Allyn and Bacon,",1993,0,https://libswu.on.worldcat.org/oclc/25915399
25964423,Multiple intelligences :the theory in practice /,"Gardner, Howard,",370.1523 Ga227M, Educational Psychology,"Basic Books,",1993,1,https://libswu.on.worldcat.org/oclc/25964423
25964423,Multiple intelligences :the theory in practice /,"Gardner, Howard,",370.1523 Ga227M  c.2, Educational Psychology,"Basic Books,",1993,1,https://libswu.on.worldcat.org/oclc/25964423
26014392,Winners without losers :structures and strategies for increasing student motivation to learn /,"Raffini, James P.,",370.154 Ra137W, Educational Psychology,"Allyn and Bacon,",1993,0,https://libswu.on.worldcat.org/oclc/26014392
26133056,A practical approach to teaching reading /,"Rubin, Dorothy.",428.407 Ru896P, Theory & Practice of Education,"Allyn and Bacon,",1993,0,https://libswu.on.worldcat.org/oclc/26133056
26133056,A practical approach to teaching reading /,"Rubin, Dorothy.",428.407 Ru896P  c.2, Theory & Practice of Education,"Allyn and Bacon,",1993,0,https://libswu.on.worldcat.org/oclc/26133056
26133056,A practical approach to teaching reading /,"Rubin, Dorothy.",428.407 Ru896P  c.3, Theory & Practice of Education,"Allyn and Bacon,",1993,0,https://libswu.on.worldcat.org/oclc/26133056
26363760,Motivation to learn :from theory to practice /,"Stipek, Deborah J.,",370.154 St959M, Educational Psychology,"Allyn and Bacon,",1993,0,https://libswu.on.worldcat.org/oclc/26363760
26363844,Improving classroom reading instruction :a decision-making approach /,"Duffy, Gerald G.; Roehler, Laura R.,",372.41 Du858I 1993  c.2, Theory & Practice of Education,"McGraw-Hill,",1993,0,https://libswu.on.worldcat.org/oclc/26363844
26363846,"Teachers without goals, students without purposes /","Perkinson, Henry J.",371.102 Pe448T, Educational Sociology,"McGraw-Hill,",1993,0,https://libswu.on.worldcat.org/oclc/26363846
26363847,School and society :educational practice as social expression /,"Tozer, Steven.; Violas, Paul C.Senese, Guy B.",370.190973 To757S  c.2, Educational Sociology,"McGraw-Hill,",1993,0,https://libswu.on.worldcat.org/oclc/26363847
26397180,Instructional media and the new technologies of instruction /,"Heinich, Robert.; Molenda, Michael.Russell, James D.",371.3078 He468I 1993, Theory & Practice of Education,"Macmillan Pub. Co. ;Maxwell Macmillan Canada ;Maxwell Macmillan International,",1993,0,https://libswu.on.worldcat.org/oclc/26397180
26501995,Interactive multimedia instruction /,"Schwier, Richard.; Misanchuk, Earl R.",371.3078 Sc398I, Theory & Practice of Education,"Educational Technology Publications,",1993,0,https://libswu.on.worldcat.org/oclc/26501995
26502119,Ekwall-Shanker reading inventory /,"Ekwall, Eldon E.; Shanker, James L.",372.4 Ek36E 1993, Theory & Practice of Education,"Allyn and Bacon,",1993,0,https://libswu.on.worldcat.org/oclc/26502119
26502600,Exploring learning :young children and blockplay /,"Gura, Pat.Bruce, Tina.; Froebel Blockplay Research Group.",372.1102 Ex96, Theory & Practice of Education,"P. Chapman Pub.,",1992,0,https://libswu.on.worldcat.org/oclc/26502600
26503793,New directions in educational technology /,"Scanlon, Eileen.O'Shea, Tim,; North Atlantic Treaty Organization.; NATO Advanced Research Workshop on New Directions in Advanced Educational Technology",371.3078 Ne532, Theory & Practice of Education,"Springer-Verlag,",1992,0,https://libswu.on.worldcat.org/oclc/26503793
26543383,Instructional message design :principles from the behavioral and cognitive sciences /,"Fleming, Malcolm L.Levie, W. Howard.Fleming, Malcolm L.",371.3 In59(5), Theory & Practice of Education,"Educational Technology Publications,",1993,0,https://libswu.on.worldcat.org/oclc/26543383
26635887,An introduction to theories of learning /,"Hergenhahn, B. R.,; Olson, Matthew H.",153.15 He545I 1993, Educational Psychology,"Prentice Hall,",1993,0,https://libswu.on.worldcat.org/oclc/26635887
26763607,The sociology of education :a systematic analysis /,"Ballantine, Jeanne H.",370.19 Ba188S, Educational Sociology,"Prentice Hall,",1993,0,https://libswu.on.worldcat.org/oclc/26763607
26855993,Readings and cases in educational psychology /,"Hoy, Anita Woolfolk,",370.15 Wo913R, Educational Psychology,"Allyn and Bacon,",1993,0,https://libswu.on.worldcat.org/oclc/26855993
27013048,Study strategies for careers /,"Knight, Theodore O.",370.1130973 Kn71S, Special Aspects of Education,"Irwin,",1993,0,https://libswu.on.worldcat.org/oclc/27013048
27069639,Reading research into the year 2000 /,"Sweet, Anne P.Anderson, Judith I.",428.4072 Re287, Theory & Practice of Education,"L. Erlbaum Associates,",1993,0,https://libswu.on.worldcat.org/oclc/27069639
27225554,Automating instructional design :concepts and issues /,"Spector, J. Michael.Polson, Martha C.Muraida, Daniel J.",371.3078 Au939, Theory & Practice of Education,"Educational Technology Publications,",1993,0,https://libswu.on.worldcat.org/oclc/27225554
27265959,Interactive instruction and feedback /,"Dempsey, John V.Sales, Gregory Colin.",371.33 In61, Theory & Practice of Education,"Educational Technology Publications,",1993,0,https://libswu.on.worldcat.org/oclc/27265959
27339368,Competence-based assessment techniques.,"Fletcher, Shirley.; Institute of Training and Development.",658.3124 Fl615C, Educational Psychology,"Kogan Page in association with the Institute of Training and Development,",1992,0,https://libswu.on.worldcat.org/oclc/27339368
27339407,Evaluative reading and literacy :a cognitive view /,"Dagostino, Lorraine,; Carifio, James,",428.43 Da127E, Theory & Practice of Education,"Allyn and Bacon,",1994,0,https://libswu.on.worldcat.org/oclc/27339407
27354317,The case for investing in basic education /,"Carnoy, Martin.",372.95 Ca291C, Special Aspects of Education,"UNICEF,",1992,0,https://libswu.on.worldcat.org/oclc/27354317
27749248,Literacy disorders :holistic diagnosis and remediation /,"Manzo, Anthony V.; Manzo, Ula Casale.",372.43 Ma296L, Theory & Practice of Education,"Harcourt Brace Jovanovich College Publishers,",1993,0,https://libswu.on.worldcat.org/oclc/27749248
27811899,Educational psychology :classroom connections /,"Eggen, Paul D.,; Kauchak, Donald P.,",370.15 Eg29E, Educational Psychology,"Merrill ;Maxwell Macmillan Canada ;Maxwell Macmillan International,",1994,0,https://libswu.on.worldcat.org/oclc/27811899
27814024,Gender issues in education /,"Grossman, Herbert,; Grossman, Suzanne H.",370.19345 Gr878G, Educational Sociology,"Allyn and Bacon,",1994,0,https://libswu.on.worldcat.org/oclc/27814024
27814566,People and education in the Third World /,"Gould, W. T. S.",370.19 Go698P, Special Aspects of Education,"Longman Scientific & Technical ;John Wiley,",1993,0,https://libswu.on.worldcat.org/oclc/27814566
27974189,An integrated approach to early literacy :literature to language /,"Glazer, Susan Mandel.; Burke, Eileen M.",372.6 Gl553I, Theory & Practice of Education,"Allyn and Bacon,",1994,0,https://libswu.on.worldcat.org/oclc/27974189
27976110,Applying educational psychology /,"Dembo, Myron H.",370.15 De375A 1994, Educational Psychology,"Longman,",1994,0,https://libswu.on.worldcat.org/oclc/27976110
28063611,Newspapers /,"Grundy, Peter.",428.6 Gr889N, Theory & Practice of Education,"Oxford University Press,",1993,0,https://libswu.on.worldcat.org/oclc/28063611
28064916,A handbook of educational technology /,"Ellington, Henry.; Percival, Fred.Race, Philip.",371.3078 El46H 1995, Theory & Practice of Education,"Kogan Page ;Nichols Pub.,",1993,0,https://libswu.on.worldcat.org/oclc/28064916
28150650,American education /,"Spring, Joel H.",370.973 Sp769A, Educational Sociology,"McGraw-Hill,",1994,0,https://libswu.on.worldcat.org/oclc/28150650
28150650,American education /,"Spring, Joel H.",370.973 Sp769A  c.2, Educational Sociology,"McGraw-Hill,",1994,0,https://libswu.on.worldcat.org/oclc/28150650
28150650,American education /,"Spring, Joel H.",370.973 Sp769A  c.3, Educational Sociology,"McGraw-Hill,",1994,0,https://libswu.on.worldcat.org/oclc/28150650
28170334,Quality basic education :the development of competence /,"Freeman, Joan,; International Bureau of Education.Unesco.",370.194 Fr855Q, Special Aspects of Education,"Unesco,",1992,0,https://libswu.on.worldcat.org/oclc/28170334
28170334,Quality basic education :the development of competence /,"Freeman, Joan,; International Bureau of Education.Unesco.",370.194 Fr855Q  c.2, Special Aspects of Education,"Unesco,",1992,0,https://libswu.on.worldcat.org/oclc/28170334
28170334,Quality basic education :the development of competence /,"Freeman, Joan,; International Bureau of Education.Unesco.",370.194 Fr855Q  c.3, Special Aspects of Education,"Unesco,",1992,0,https://libswu.on.worldcat.org/oclc/28170334
28181750,Teaching young children through their individual learning styles :practical approaches for grades K-2 /,"Dunn, Rita,; Dunn, Kenneth J.Perrin, Janet.",371.394 Du923T, Theory & Practice of Education,"Allyn and Bacon,",1994,0,https://libswu.on.worldcat.org/oclc/28181750
28212453,An introduction to multicultural education /,"Banks, James A.",370.19341 Ba218I, Multicultural Education,"Allyn and Bacon,",1994,0,https://libswu.on.worldcat.org/oclc/28212453
28213548,The economic value of higher education /,"Leslie, Larry L.; Brinkman, Paul,",338.47378 Lo636E 1993, Economics of Education,"American Council on Education ;Oryx Press,",1993,0,https://libswu.on.worldcat.org/oclc/28213548
28221965,Complete reading disabilities handbook :ready-to-use techniques for teaching reading disabled students /,"Miller, Wilma H.; Maffei, Angela,",371.9144 Mi652C  c.2, Theory & Practice of Education,"Center for Applied Research in Education,",1993,0,https://libswu.on.worldcat.org/oclc/28221965
28255515,Teacher-child partnership :the negotiating classroom /,"Ingram, John.; Worrall, Norman.",371.102 In54T, Theory & Practice of Education,"Fulton,",1993,0,https://libswu.on.worldcat.org/oclc/28255515
28292345,Visual literacy :a spectrum of visual learning /,"Moore, David M.Dwyer, Francis M.",370.1523 Vi834, Educational Psychology,"Educational Technology Publications,",1994,0,https://libswu.on.worldcat.org/oclc/28292345
28292827,The child's view of reading :understandings for teachers and parents /,"Michel, Pamela A.",372.41 Mi623C, Theory & Practice of Education,"Allyn and Bacon,",1994,0,https://libswu.on.worldcat.org/oclc/28292827
28336859,Learning and instruction /,"Hamilton, Richard J.,; Ghatala, Elizabeth Schwenn.",370.1523 Ha219L, Educational Psychology,"McGraw-Hill,",1994,0,https://libswu.on.worldcat.org/oclc/28336859
28401554,Successful instructional diagrams /,"Lowe, Ric.",371.335 Lo918S, Theory & Practice of Education,"Kogan Page,",1993,0,https://libswu.on.worldcat.org/oclc/28401554
28585766,Content reading and literacy :succeeding in today's diverse classrooms /,"Alvermann, Donna E.; Phelps, Stephen F.",428.40712 Al474C, Theory & Practice of Education,"Allyn and Bacon,",1994,0,https://libswu.on.worldcat.org/oclc/28585766
28631986,Educational psychology :a developmental approach /,"Sprinthall, Norman A.,; Sprinthall, Richard C.,Oja, Sharon Nodie.",370.15 Sp769E 1996, Educational Psychology,"McGraw-Hill,",1994,0,https://libswu.on.worldcat.org/oclc/28631986
28633830,Authentic reading assessment :practices and possibilities /,"Valencia, Sheila.Hiebert, Elfrieda H.Afflerbach, Peter.",428.4076 Au939, Theory & Practice of Education,"International Reading Association,",1994,0,https://libswu.on.worldcat.org/oclc/28633830
28711621,"100 ways to enhance self-concept in the classroom :a handbook for teachers, counselors, and group leaders /","Canfield, Jack,; Wells, Harold Clive,",370.15 Ca222O, Educational Psychology,"Allyn and Bacon,",1994,0,https://libswu.on.worldcat.org/oclc/28711621
28722591,Educational technology in the classroom /,"Brock, Patricia Ann.",371.3078 Br864E, Theory & Practice of Education,"Educational Technology Publications,",1994,0,https://libswu.on.worldcat.org/oclc/28722591
28847852,Applied behavior analysis in the classroom /,"Schloss, Patrick J.; Smith, Maureen A.,",371.393 Sc345A, Educational Psychology,"Allyn and Bacon,",1994,0,https://libswu.on.worldcat.org/oclc/28847852
28890750,Educational psychology :theory and practice /,"Slavin, Robert E.",370.15 Sl361E 1994, Educational Psychology,"Allyn and Bacon,",1994,0,https://libswu.on.worldcat.org/oclc/28890750
29359595,Multiculturalism and TQE :addressing cultural diversity in schools /,"Cordeiro, Paula A.; Reagan, Timothy G.Martinez, Linda P.",370.1960973 Co794M, Multicultural Education,"Corwin Press,",1994,0,https://libswu.on.worldcat.org/oclc/29359595
29359601,Education for development in Asia /,"Tilak, Jandhyala B. G.",370.95 Ti569E, Economics of Education,"Sage Publications,",1994,0,https://libswu.on.worldcat.org/oclc/29359601
29429230,Projects for new technologies in education :grades 6-9 /,"Heller, Norma.",371.3078 He477P  c.2, Theory & Practice of Education,"Teacher Ideas Press,",1994,0,https://libswu.on.worldcat.org/oclc/29429230
29477746,"TQE, technology, and teaching /","Hertzke, Eugene R.; Olson, Warren E.",371.3078 He576T, Theory & Practice of Education,"Corwin Press,",1994,0,https://libswu.on.worldcat.org/oclc/29477746
29477746,"TQE, technology, and teaching /","Hertzke, Eugene R.; Olson, Warren E.",371.3078 He576T  c.2, Theory & Practice of Education,"Corwin Press,",1994,0,https://libswu.on.worldcat.org/oclc/29477746
29520181,Instructional design theory /,"Merrill, M. David,; Twitchell, David.",371.3078 Me571I, Theory & Practice of Education,"Educational Technology Publications,",1994,0,https://libswu.on.worldcat.org/oclc/29520181
29703507,Teaching in a diverse society /,"Grossman, Herbert,",370.1960973 Gr878T, Multicultural Education,"Allyn and Bacon,",1995,0,https://libswu.on.worldcat.org/oclc/29703507
29952744,"Psychology in teaching, learning, and growth /","Hamachek, Don E.",370.15 Ha198P 1995, Educational Psychology,"Allyn and Bacon,",1995,0,https://libswu.on.worldcat.org/oclc/29952744
30025906,Diversity on campus /,"Schuman, David F.; Olufs, Dick,",370.196 Sc392D, Multicultural Education,"Allyn & Bacon,",1995,0,https://libswu.on.worldcat.org/oclc/30025906
30109323,"Local education :community, conversation, praxis /","Smith, Mark,",371.030942 Sm655L, Educational Sociology,"Open University Press,",1994,0,https://libswu.on.worldcat.org/oclc/30109323
30332163,How to stop sexual harassment in our schools :a handbook and curriculum guide for administrators and teachers /,"Shoop, Robert J.; Edwards, Debra L.",370.19345 Sh559H, Educational Sociology,"Allyn and Bacon,",1994,0,https://libswu.on.worldcat.org/oclc/30332163
30399689,Reading strategies and practices :a compendium /,"Tierney, Robert J.; Readence, John E.,Dishner, Ernest K.,",428.43 Ti564R, Theory & Practice of Education,"Allyn and Bacon,",1995,0,https://libswu.on.worldcat.org/oclc/30399689
30438408,"Reading development and dyslexia :selected papers from the Third International Conference of the British Dyslexia Association ""Dyslexia--Towards a Wider Understanding,"" Manchester, 1994 /","British Dyslexia Association.; Hulme, Charles.Snowling, Margaret J.",371.9144 Br862R, Theory & Practice of Education,"Whurr ;Distributed in the USA by Singular Pub. Group,",1994,0,https://libswu.on.worldcat.org/oclc/30438408
30518592,Software goes to school :teaching for understanding with new technologies /,"Perkins, David N.",371.3078 So681, Theory & Practice of Education,"Oxford University Press,",1995,0,https://libswu.on.worldcat.org/oclc/30518592
30544000,Comprehensive multicultural education :theory and practice /,"Bennett, Christine I.",370.19340973 Be471C, Multicultural Education,"Allyn and Bacon,",1995,0,https://libswu.on.worldcat.org/oclc/30544000
30544000,Comprehensive multicultural education :theory and practice /,"Bennett, Christine I.",370.19340973 Be471C  c.2, Multicultural Education,"Allyn and Bacon,",1995,0,https://libswu.on.worldcat.org/oclc/30544000
30593295,Technology assessment in education and training /,"Baker, Eva L.O'Neil, Harold F.,",371.26 Te255, Theory & Practice of Education,"L. Earlbaum Associates,",1994,0,https://libswu.on.worldcat.org/oclc/30593295
30700367,101 ways to develop student self-esteem and responsibility /,"Canfield, Jack,; Siccone, Frank,",370.154 Ca222O2, Educational Psychology,"Allyn and Bacon,",1995,0,https://libswu.on.worldcat.org/oclc/30700367
30701562,"Racism and antiracism in real schools :theory, policy, practice /","Gillborn, David.",371.19342 Gi475R, Educational Sociology,"Open University Press,",1995,0,https://libswu.on.worldcat.org/oclc/30701562
30703583,"Justice, ideology, and education :an introduction to the social foundations of education /","Stevens, Edward,; Wood, George H.",370.190973 Ju96 1995, Educational Sociology,"McGraw-Hill,",1995,0,https://libswu.on.worldcat.org/oclc/30703583
30736777,Development education :global perspectives in the curriculum /,"Osler, Audrey.; Council of Europe.",370.194 De489, Multicultural Education,"Cassell,",1994,0,https://libswu.on.worldcat.org/oclc/30736777
30738902,"Advanced educational psychology for educators, researchers, and policymakers /","Pressley, Michael.; McCormick, Christine B.",370.15 Pr935A, Educational Psychology,"HarperCollins College Publishers,",1995,0,https://libswu.on.worldcat.org/oclc/30738902
30738903,"Cognition, teaching, and assessment /","Pressley, Michael.; McCormick, Christine B.Pressley, Michael.",370.152 Pr935C, Educational Psychology,"HarperCollins College Publishers,",1995,0,https://libswu.on.worldcat.org/oclc/30738903
