,,,,,,,,
Item OCLC Number,Title,Author Name,LHR Item Call Number,Conspectus Subject,Publisher Name,Publication Date,Circulation Activity Count,URL
40848490,"Rationing education :policy, practice, reform, and equity /","Gillborn, David.; Youdell, Deborah,",379.4212 Gi475R, Educational Sociology,"Open University Press,",2000,0,https://libswu.on.worldcat.org/oclc/40848490
41309180,"School climate :measuring, improving, and sustaining healthy learning environments /","Freiberg, H. Jerome.",370.158 Sc372, Educational Sociology,"Falmer Press,",1999,0,https://libswu.on.worldcat.org/oclc/41309180
41326450,Whatever happened to equal opportunities in schools? :gender equality initiatives in education /,"Myers, Kate.",379.26 Wh555, Educational Sociology,"Open University Press,",2000,0,https://libswu.on.worldcat.org/oclc/41326450
42597728,Managing equal opportunities in higher education :a guide to understanding and action /,"Woodward, Diana.; Ross, Karen,",379.26 Wo899M, Educational Sociology,"Society for Research into Higher Education :Open University Press,",2000,0,https://libswu.on.worldcat.org/oclc/42597728
42771759,"Revolutionary pedagogies :cultural politics, instituting education, and the discourse of theory /","Trifonas, Peter Pericles,",370.115 Tr827R, Educational Sociology,"Routledge,",2000,0,https://libswu.on.worldcat.org/oclc/42771759
42892247,Education and emancipation :theory and practice in a new constellation /,"Fletcher, Scott,",371.11 Fl615E, Educational Sociology,"Teachers College Press,",2000,0,https://libswu.on.worldcat.org/oclc/42892247
43333706,"Boys, girls, and achievement :addressing the classroom issues /","Francis, Becky.",306.43 Fr818B, Educational Sociology,"RoutledgeFalmer,",2000,0,https://libswu.on.worldcat.org/oclc/43333706
43487303,Handbook of the sociology of education /,"Hallinan, Maureen T.",306.43 Ha236, Educational Sociology,"Kluwer Academic/Plenum Publishers,",2000,0,https://libswu.on.worldcat.org/oclc/43487303
43599216,Teaching toward the 24th century :Star Trek as social curriculum /,"Anijar, Karen.",370.115 An597T, Educational Sociology,"Falmer Press,",2000,0,https://libswu.on.worldcat.org/oclc/43599216
43790491,Beyond affirmative action :reframing the context of higher education /,"Ibarra, Robert A.",378.19829 Ib12B, Educational Sociology,"University of Wisconsin Press,",2001,0,https://libswu.on.worldcat.org/oclc/43790491
43919839,Schools and society :a sociological approach to education /,"Ballantine, Jeanne H.Spade, Joan Z.",306.43 Sc372, Educational Sociology,"Wadsworth/Thomson Learning,",2001,0,https://libswu.on.worldcat.org/oclc/43919839
43968460,Sociology of education :major themes /,"Ball, Stephen J.",306.43 So678, Educational Sociology,"Routledge,",2000,0,https://libswu.on.worldcat.org/oclc/43968460
44118078,"""Why fly that way?"" :linking community and academic achievement /","Greeley, Kathy.",306.432 Gr794W, Educational Sociology,"Teachers College Press,",2000,0,https://libswu.on.worldcat.org/oclc/44118078
44612983,The color of bureaucracy :the politics of equity in mulicultural school communities /,"Larson, Colleen L.; Ovando, Carlos Julio.",379.260973 La334C, Educational Sociology,"Wadsworth,",2001,0,https://libswu.on.worldcat.org/oclc/44612983
45388778,Education and sociology :an encyclopedia /,"Levinson, David L.,Cookson, Peter W.Sadovnik, Alan R.",306.43 Ed24, Educational Sociology,"RoutledgeFalmer,",2002,0,https://libswu.on.worldcat.org/oclc/45388778
45853762,"Knowledge, power, and learning /","Paechter, Carrie F.; Open University.",371.33 Kn73, Educational Sociology,"P. Chapman in association with Open University ;Sage Publications,",2001,0,https://libswu.on.worldcat.org/oclc/45853762
47097294,American education /,"Spring, Joel H.",370.973 Sp769A 2002, Educational Sociology,"McGraw-Hill,",2002,0,https://libswu.on.worldcat.org/oclc/47097294
49790691,"Equity and access to education :themes, tensions and policies /","Lee, W. O.,; Asian Development Bank.Comparative Education Research Centre.",379.11095 Le482E, Educational Sociology,"Asian Development Bank ;Comparative Education Research Centre, The University of Hong Kong,",2002,0,https://libswu.on.worldcat.org/oclc/49790691
50665727,"Education, equality and human rights :issues of gender, 'race', sexuality, special needs and social class /","Cole, Mike,",370.115 Ed24(2), Educational Sociology,"Routledge/Falmer,",2000,0,https://libswu.on.worldcat.org/oclc/50665727
50960928,American education /,"Spring, Joel H.",370.973 Sp769A, Educational Sociology,"McGraw-Hill,",2004,0,https://libswu.on.worldcat.org/oclc/50960928
58422556,American education /,"Spring, Joel H.",370.973 Sp769A2, Educational Sociology,"McGraw-Hill,",2006,0,https://libswu.on.worldcat.org/oclc/58422556
62118854,School and society :historical and contemporary perspectives /,"Tozer, Steven.; Violas, Paul C.Senese, Guy B.",370.190973 To757S3, Educational Sociology,"McGraw-Hill,",2006,0,https://libswu.on.worldcat.org/oclc/62118854
64957551,Lads and ladettes in school :gender and a fear of failure /,"Jackson, Carolyn,",373.18019 Ja12L, Educational Sociology,"Open University Press,",2006,0,https://libswu.on.worldcat.org/oclc/64957551
76925205,Sociology of education :a critical reader /,"Sadovnik, Alan R.",306.43 So678(7), Educational Sociology,"Routledge,",2007,0,https://libswu.on.worldcat.org/oclc/76925205
170203625,Schools and society :a sociological approach to education /,"Ballantine, Jeanne H.Spade, Joan Z.",306.43 Sc372 2008, Educational Sociology,"Pine Forge Press,",2008,0,https://libswu.on.worldcat.org/oclc/170203625
214322734,The sociology of education :a systematic analysis /,"Ballantine, Jeanne H.; Hammack, Floyd M.",306.43 Ba188S, Educational Sociology,"Pearson Prentice Hall,",2009,0,https://libswu.on.worldcat.org/oclc/214322734
298467859,"Gender, bullying, and harassment :strategies to end sexism and homophobia in schools /","Meyer, Elizabeth J.,; Brown, Lyn Mikel,",371.782 Me612G, Educational Sociology,"Teachers College Press,",2009,0,https://libswu.on.worldcat.org/oclc/298467859
314778327,Social foundations of education: Current readings from the behavioral sciences /,"Maclendon, Jonathon Collins.",370.19 Ma126S, Educational Sociology,N/A,1966,0,https://libswu.on.worldcat.org/oclc/314778327
377837525,Why knowledge matters in curriculum :a social realist argument /,"Wheelahan, Leesa.",375.006 Wh561W, Educational Sociology,"Routledge,",2010,0,https://libswu.on.worldcat.org/oclc/377837525
461896749,Handbook of research in the social foundations of education /,"Tozer, Steven.Gallegos, Bernardo P.,Henry, Annette,",น พ682ก, Educational Sociology,"Routledge,",2011,0,https://libswu.on.worldcat.org/oclc/461896749
502972432,Including the excluded :a lecture /,"Sirindhorn,",379.26 Si619I 2008, Educational Sociology,"UNESCO Asia and Pacific Regional Bureau for Education,",2008,0,https://libswu.on.worldcat.org/oclc/502972432
502972432,Including the excluded :a lecture /,"Sirindhorn,",N/A, Educational Sociology,"UNESCO Asia and Pacific Regional Bureau for Education,",2008,0,https://libswu.on.worldcat.org/oclc/502972432
639521243,Sociology of education :a critical reader /,"Sadovnik, Alan R.",647.94068 Be496O, Educational Sociology,"Routledge,",2011,0,https://libswu.on.worldcat.org/oclc/639521243
824531886,Sociology of education :an A-to-Z guide /,"Ainsworth, James,",306.432 So678 2013, Educational Sociology,"Sage Reference,",2013,0,https://libswu.on.worldcat.org/oclc/824531886
871708008,"A Scorecard on gender equality and girls' education in asia 1990-2000 :report prepared for UNESCO Bangkok, September 2004 /","Unterhalter, Elain.; Rajagopalan, Rajee,Challender, Chloe,; Unesco.",379.26095 Un61S, Educational Sociology,"UNESCO,",2004,0,https://libswu.on.worldcat.org/oclc/871708008
926731750,"Equity, quality and cost in higher education :research study on Australia.","Baumgart, N.",378.02 Eq64(1), Educational Sociology,"Unesco. Principal Regional Office for Asia and the Pacific,",1987,0,https://libswu.on.worldcat.org/oclc/926731750
950514091,Parents as partners in education :families and schools working together /,"Berger, Eugenia Hepworth.",370.1931 Be496P, Educational Sociology,"Prentice-Hall,",1995,0,https://libswu.on.worldcat.org/oclc/950514091
950943459,สังคมศาสตร์การศึกษา /,ศิวรักษ์ ศิวารมย์,300 ศ542ส 2551, Educational Sociology,"สร้างสรรค์,",2008,0,https://libswu.on.worldcat.org/oclc/950943459
977160471,Gender in the secondary curriculum :balancing the books /,"Clark, Ann,Millard, Elaine.",306.43 Ge325, Educational Sociology,"Routledge,",1998,0,https://libswu.on.worldcat.org/oclc/977160471
982667541,"Limits of competence :knowledge, higher education and society /","Barnett, Ronald,; Society for Research into Higher Education.SRHE.",378.001 Ba261L, Educational Sociology,"SRHE and Open University Press,",1994,0,https://libswu.on.worldcat.org/oclc/982667541
1066900698,"Education, equity and transformation /","Soudien, Crain.Kallaway, Peter.Breier, Mignonne.; Unesco Institute for Education.",370.19342 Ed24, Educational Sociology,"Kluwer Academic,",1999,0,https://libswu.on.worldcat.org/oclc/1066900698
1257348172,"Feminism and the classroom teacher :research, praxis, and pedagogy/","Coffey, Amanda,; Delamont, Sara,",371.10082 Co674F, Educational Sociology,"Falmer Press,",2000,0,https://libswu.on.worldcat.org/oclc/1257348172
1390748067,The critical pedagogy reader /,"Darder, Antonia,Hernandez, Kortney,Lam, Kevin D.,Baltodano, Marta,",370.115 Cr934 2024, Educational Sociology,"Routledge,",2024,0,https://libswu.on.worldcat.org/oclc/1390748067
1465487161,Human rights education in Asian schools :volume six.,Hurights Osaka.,379.266 Hu918  v.6, Educational Sociology,"Asia-Pacific Human Rights Information Center,",2003,0,https://libswu.on.worldcat.org/oclc/1465487161
1465517344,Including the excluded /,"Sirindhorn,; Princess Maha Chakri Sirindhorn Foundation.",379.26 Si619I 2013, Educational Sociology,"Princess Maha Chakri Sirindhorn Foundation,",2013,0,https://libswu.on.worldcat.org/oclc/1465517344
1465535525,Pacific education for all 2015 review /,"Meleisea, Ellie.",379.26 Pa117 2015, Educational Sociology,"UNESCO Apia Office,",2015,0,https://libswu.on.worldcat.org/oclc/1465535525
1465570473,England's results from the IEA international citizenship education study :what citizenship and education mean to 14 year olds /,"Kerr, David.",370.115 En58, Educational Sociology,"Queen's Printer,",2002,0,https://libswu.on.worldcat.org/oclc/1465570473
1465572992,"Education equality and human rights :issues of gender, 'race', sexuality, disbility and social class /","Cole, Mike.",370.115 Ed24(2) 2018, Educational Sociology,"Routledge,",2018,0,https://libswu.on.worldcat.org/oclc/1465572992
1465591607,Preparing teachers for global citizenship education :a template /,"Krausz, Tibor.",370.115 Pr927 2018, Educational Sociology,"United Nations Educational, Scientific and Cultural Organization,",2018,0,https://libswu.on.worldcat.org/oclc/1465591607
1465604341,Democracy and education.,N/A,370.115 De519D, Educational Sociology,N/A,1966,0,https://libswu.on.worldcat.org/oclc/1465604341
10640559,Teacher fairs :counterpoint to criticism /,"Ingrassia, Sara.; Foley, Sue.",373.074 In53T, General Education,"Phi Delta Kappa Educational Foundation,",1984,0,https://libswu.on.worldcat.org/oclc/10640559
683098978,100 ปี กระทรวงศึกษาธิการ /,กระทรวงศึกษาธิการ,379.593 ห159, General Education,"กระทรวง,",1992,0,https://libswu.on.worldcat.org/oclc/683098978
950429910,110 ปี กระทรวงศึกษาธิการ :คุณภาพและความเสมอภาคทางการศึกษา /,กระทรวงศึกษาธิการ.,379.593 ก218ห, General Education,"กระทรวง,",2002,0,https://libswu.on.worldcat.org/oclc/950429910
985152397,ทัศนะทางการศึกษา /,"ป๋วย อึ๊งภากรณ์,; มหาวิทยาลัยธรรมศาสตร์",370 ป492ท 2559, General Education,"มหาวิทยาลัยธรรมศาสตร์,",2016,0,https://libswu.on.worldcat.org/oclc/985152397
1107461108,"Participatory education and learning management :concepts, researches and practices, Thailand experiences /",Pinsuda Siridhrungsri.,371.2 Pi658P 2018, General Education,"LAP LAMBERT Academic Publishing,",2018,0,https://libswu.on.worldcat.org/oclc/1107461108
1286689731,A glimpse of education in China.,China.,370.951 Gl559, General Education,"The State Education Commission of the People's Republic of China,",1986,0,https://libswu.on.worldcat.org/oclc/1286689731
175380,Higher education: some newer developments /,"Baskin, Samuel,; Association for Higher Education.",378.73 Ba315H  c.2, History of Education,McGraw-Hill,1965,0,https://libswu.on.worldcat.org/oclc/175380
7574883,A concise history of education to 1900 A.D. /,"Gwynne-Thomas, E. H.",370.9 Gw995C, History of Education,"University Press of America,",1981,0,https://libswu.on.worldcat.org/oclc/7574883
870068334,"Decentralization of educational management :experiences from South Asia : with case studies from Bangladesh, India, Nepal, Pakistan, Sri Lanka /","Govinda, R.",372.12 Go721D, History of Education,"International Institute for Educational Planning,",1997,0,https://libswu.on.worldcat.org/oclc/870068334
877102347,"Universities, American, English, German,","Flexner, Abraham,; Lessing J. Rosenwald Reference Collection (Library of Congress)",378.1009 Fl619U, History of Education,"Oxford University Press,",1930,0,https://libswu.on.worldcat.org/oclc/877102347
1289907429,Historical and philosophical foundations of western education /,"Frost, S. E.; Bailey, Kenneth P.,",370.1 Fr939H, History of Education,"Charles E. Merrill,",1973,0,https://libswu.on.worldcat.org/oclc/1289907429
1465469819,Educational innovations in India : /,National Staff College for Educational Planner and Administrators (India),370.954 Ed24, History of Education,"National Staff for Educational Planners and Administrators,",1974,0,https://libswu.on.worldcat.org/oclc/1465469819
1465497035,Paedagogica historica :international journal of the history of education.,N/A,370.9 Pa126, History of Education,"CSPS,",1997,0,https://libswu.on.worldcat.org/oclc/1465497035
1465542456,University and rural development :training materials on rural education.,"United Nations Educational, Scientific and Cultural Organization.",370.91734 Un58, History of Education,"Unesco International Research and Training Centre for Rural Education,",1998,0,https://libswu.on.worldcat.org/oclc/1465542456
1465601503,"Proceedings ASAIHL seminar on ""university and society :new dimensions for the next century"", May 19-21, 2000, venue Naresuan University, Phitsanulok, Thailand /","ASAIHL Seminar on ""University and Society : New Dimensions for the Next Century""; Association of Southeast Asian Institutions of Higher Learning.Naresuan University.",378.103 As798P, History of Education,"The University,",2000,0,https://libswu.on.worldcat.org/oclc/1465601503
1465601503,"Proceedings ASAIHL seminar on ""university and society :new dimensions for the next century"", May 19-21, 2000, venue Naresuan University, Phitsanulok, Thailand /","ASAIHL Seminar on ""University and Society : New Dimensions for the Next Century""; Association of Southeast Asian Institutions of Higher Learning.Naresuan University.",378.103 As798P  c.2, History of Education,"The University,",2000,0,https://libswu.on.worldcat.org/oclc/1465601503
1465611692,"Contemporary research in the United States, Germany, and Japan on five education Issues /","Stevenson, Harold W.Lee, Shin-Ying.Nerison-Low, Roberta.; United States.",370.9 Co761, History of Education,"United States Department of Education],",2002,0,https://libswu.on.worldcat.org/oclc/1465611692
17733193,"Making choices for multicultural education :five approaches to race, class, and gender /","Sleeter, Christine E.,; Grant, Carl A.",370.19341 Sl632M, Multicultural Education,"Merrill Pub. Co.,",1988,0,https://libswu.on.worldcat.org/oclc/17733193
18413306,Multicultural education :issues and perspectives /,"Banks, James A.Banks, Cherry A. McGee.",370.196 Mu961, Multicultural Education,"Allyn and Bacon,",1989,0,https://libswu.on.worldcat.org/oclc/18413306
23940862,Multicultural education of children and adolescents /,"Baruth, Leroy G.; Manning, M. Lee.",370.19341 Ba295M, Multicultural Education,"Allyn and Bacon,",1992,0,https://libswu.on.worldcat.org/oclc/23940862
24467858,Human diversity in education :an integrative approach /,"Cushner, Kenneth.; McClelland, Averil.Safford, Philip L.",370.19341 Cu486H, Multicultural Education,"McGraw-Hill,",1992,0,https://libswu.on.worldcat.org/oclc/24467858
24467858,Human diversity in education :an integrative approach /,"Cushner, Kenneth.; McClelland, Averil.Safford, Philip L.",370.19341 Cu486H  c.3, Multicultural Education,"McGraw-Hill,",1992,0,https://libswu.on.worldcat.org/oclc/24467858
28212453,An introduction to multicultural education /,"Banks, James A.",370.19341 Ba218I, Multicultural Education,"Allyn and Bacon,",1994,0,https://libswu.on.worldcat.org/oclc/28212453
29359595,Multiculturalism and TQE :addressing cultural diversity in schools /,"Cordeiro, Paula A.; Reagan, Timothy G.Martinez, Linda P.",370.1960973 Co794M, Multicultural Education,"Corwin Press,",1994,0,https://libswu.on.worldcat.org/oclc/29359595
29703507,Teaching in a diverse society /,"Grossman, Herbert,",370.1960973 Gr878T, Multicultural Education,"Allyn and Bacon,",1995,0,https://libswu.on.worldcat.org/oclc/29703507
30025906,Diversity on campus /,"Schuman, David F.; Olufs, Dick,",370.196 Sc392D, Multicultural Education,"Allyn & Bacon,",1995,0,https://libswu.on.worldcat.org/oclc/30025906
30544000,Comprehensive multicultural education :theory and practice /,"Bennett, Christine I.",370.19340973 Be471C, Multicultural Education,"Allyn and Bacon,",1995,0,https://libswu.on.worldcat.org/oclc/30544000
30544000,Comprehensive multicultural education :theory and practice /,"Bennett, Christine I.",370.19340973 Be471C  c.2, Multicultural Education,"Allyn and Bacon,",1995,0,https://libswu.on.worldcat.org/oclc/30544000
30736777,Development education :global perspectives in the curriculum /,"Osler, Audrey.; Council of Europe.",370.194 De489, Multicultural Education,"Cassell,",1994,0,https://libswu.on.worldcat.org/oclc/30736777
30814313,Handbook of research on multicultural education /,"Banks, James A.Banks, Cherry A. McGee.",370.196 Ha236 1995, Multicultural Education,"Macmillan Pub. ;Prentice Hall International,",1995,0,https://libswu.on.worldcat.org/oclc/30814313
31076079,Educating for diversity :an anthology of multicultural voices /,"Grant, Carl A.; Association of Teacher Educators.",370.196 Ed24, Multicultural Education,"Allyn and Bacon,",1995,0,https://libswu.on.worldcat.org/oclc/31076079
32013995,Assessment in the multi-ethnic primary classroom /,"Keel, Pat.",305.80071 As846, Multicultural Education,"Trentham Books,",1994,0,https://libswu.on.worldcat.org/oclc/32013995
32465069,Field experience :strategies for exploring diversity in schools /,"Powell, Richard R.,; Zehm, Stanley J.Garcia, Jesus,",370.196 Po885F, Multicultural Education,"Merrill,",1996,0,https://libswu.on.worldcat.org/oclc/32465069
32699459,Multicultural education of children and adolescents /,"Manning, M. Lee.; Baruth, Leroy G.",370.19341 Ma284M 1996, Multicultural Education,"Allyn and Bacon,",1996,0,https://libswu.on.worldcat.org/oclc/32699459
33243114,Diversity in the classroom :new approaches to the education of young children /,"Kendall, Frances E.; Phillips, Carol Brunson,",370.196 Ke33D, Multicultural Education,"Teachers College Press,",1996,0,https://libswu.on.worldcat.org/oclc/33243114
34192568,Building bridges with multicultural picture books :for children 3-5 /,"Beaty, Janice J.",370.196 Be396B, Multicultural Education,"Merrill,",1997,0,https://libswu.on.worldcat.org/oclc/34192568
34558911,Multicultural education :issues and perspectives /,"Banks, James A.Banks, Cherry A. McGee.",370.19314 Mu961, Multicultural Education,"Allyn and Bacon,",1997,0,https://libswu.on.worldcat.org/oclc/34558911
36225496,"Turning on learning :five approaches for multicultural teaching plans for race, class, gender, and disability /","Grant, Carl A.; Sleeter, Christine E.,",370.19341 Gr761T, Multicultural Education,"Merrill,",1998,0,https://libswu.on.worldcat.org/oclc/36225496
36930635,Dictionary of multicultural education /,"Grant, Carl A.,Ladson-Billings, Gloria,",370.11703 Di554, Multicultural Education,"Oryx Press,",1997,0,https://libswu.on.worldcat.org/oclc/36930635
37401141,Multicultural education :raising consciousness /,"Boutte, Gloria.",370.1170973 Bo781M, Multicultural Education,"Wadsworth Pub. Co.,",1999,0,https://libswu.on.worldcat.org/oclc/37401141
39458948,Pathways to success in school :culturally responsive teaching /,"Hollins, Etta R.,Oliver, Eileen Iscoff.",370.1170973 Pa297, Multicultural Education,"L. Erlbaum Associates,",1999,0,https://libswu.on.worldcat.org/oclc/39458948
40180547,"Multicultural research :a reflective engagement with race, class, gender and, sexual orientation /","Grant, Carl A.",306.072 Mu961, Multicultural Education,"Falmer Press,",1999,1,https://libswu.on.worldcat.org/oclc/40180547
40180547,"Multicultural research :a reflective engagement with race, class, gender and, sexual orientation /","Grant, Carl A.",306.072 Mu961  c.2, Multicultural Education,"Falmer Press,",1999,1,https://libswu.on.worldcat.org/oclc/40180547
40470727,Human diversity in action :developing multicultural competencies for the classroom /,"Cushner, Kenneth.",370.117 Cu986H, Multicultural Education,"McGraw-Hill,",1999,0,https://libswu.on.worldcat.org/oclc/40470727
40661819,Culture smart! :ready-to-use slides & activities for teaching multicultural appreciation through art /,"Rodriguez, Susan,",370.117 Ro696C, Multicultural Education,"Prentice Hall,",1999,0,https://libswu.on.worldcat.org/oclc/40661819
42953648,"Culturally responsive teaching :theory, research, and practice /","Gay, Geneva.",370.117 Ga286C, Multicultural Education,"Teachers College Press,",2000,0,https://libswu.on.worldcat.org/oclc/42953648
43555285,Multicultural education :issues and perspectives /,"Banks, James A.Banks, Cherry A. McGee.",370.19314 Mu961 2001, Multicultural Education,"Wiley,",2001,0,https://libswu.on.worldcat.org/oclc/43555285
43797039,"Multicultural education, 99/00 /","Schultz, Fred.",370.1170973 Mu961, Multicultural Education,"Dushkin Pub. Group,",1999,0,https://libswu.on.worldcat.org/oclc/43797039
45081566,Multicultural education and the Internet :intersections and integrations /,"Gorski, Paul.",370.117 Go674M, Multicultural Education,"McGraw-Hill,",2001,0,https://libswu.on.worldcat.org/oclc/45081566
45671950,"Multicultural education, 00/01 /","Schultz, Fred.",370.1170973 Mu961 2000, Multicultural Education,"Dushkin Pub. Group,",2000,0,https://libswu.on.worldcat.org/oclc/45671950
45671950,"Multicultural education, 00/01 /","Schultz, Fred.",370.1170973 Mu961 2000  c.2, Multicultural Education,"Dushkin Pub. Group,",2000,0,https://libswu.on.worldcat.org/oclc/45671950
45966223,"Interculturalism, education and inclusion /","Gundara, Jagdish S.",370.117 Gu975I, Multicultural Education,"Paul Chapman ;SAGE Publications,",2000,0,https://libswu.on.worldcat.org/oclc/45966223
47283124,An introduction to multicultural education /,"Banks, James A.",370.117 Ba218I, Multicultural Education,"Allyn and Bacon,",2002,0,https://libswu.on.worldcat.org/oclc/47283124
51629961,Affirming diversity :the sociopolitical context of multicultural education /,"Nieto, Sonia.",370.117 Ni677A, Multicultural Education,"Allyn and Bacon,",2004,0,https://libswu.on.worldcat.org/oclc/51629961
57422333,Multicultural education and the Internet :intersections and integrations /,"Gorski, Paul.",370.117 Go674M 2005, Multicultural Education,"McGraw-Hill,",2005,0,https://libswu.on.worldcat.org/oclc/57422333
57422333,Multicultural education and the Internet :intersections and integrations /,"Gorski, Paul.",370.117 Go674M 2005  c.2, Multicultural Education,"McGraw-Hill,",2005,0,https://libswu.on.worldcat.org/oclc/57422333
761359036,โครงการึศกษาิวัจยเื่พอเสิรมส้รางบทบาทของประเทศในการเ็ปนูศน์ยกลางทางการึศกษาของูภิมภาค :รายงานการิวัจย /,มันส ุสวรรณ.; ุอดม เิกดิพูบล์ย.; ประหัยด ปานีด.,378.593 ม165ค, Multicultural Education,"สำันกงานคณะกรรมการัพฒนาการเศรษฐิกจและัสงคมแ่หงชาิต,",2005,0,https://libswu.on.worldcat.org/oclc/761359036
805014960,Diversity and inclusion in early childhood :an introduction /,"Devarakonda, Chandrika.",370.117 De488D 2012, Multicultural Education,"SAGE,",2012,0,https://libswu.on.worldcat.org/oclc/805014960
945771734,Learning from difference :comparative accounts of multicultural education /,"Lo Bianco, Joseph,Bal, Aydin,",370.117 Le438 2016, Multicultural Education,"Springer,",2016,0,https://libswu.on.worldcat.org/oclc/945771734
948296434,Crossing cultures in the language classroom /,"DeCapua, Andrea,; Wintergerst, Ann C.,",370.117 De291C 2016, Multicultural Education,"University of Michigan Press,",2016,0,https://libswu.on.worldcat.org/oclc/948296434
1027875195,Multicultural education :issues and perspectives /,"Banks, James A.Banks, Cherry A. McGee.",370.117 Mu961 2003, Multicultural Education,"John Wiley,",2003,0,https://libswu.on.worldcat.org/oclc/1027875195
1465596190,"Intercultural communication competencies in higher education and management :proceedings of the international conference, October 6-7, 2005, Singapore /",Ong Siow-Heng.; Asean-Eu University Network Programme.,370.117 In61, Multicultural Education,"Marshall Cavendish Academic,",2006,0,https://libswu.on.worldcat.org/oclc/1465596190
1582482,"The economics of nonformal education :resources, costs and benefits /","Ahmed, Manzoor,",338.4737 Ah286E, Special Aspects of Education,"Praeger,",1975,0,https://libswu.on.worldcat.org/oclc/1582482
2230426,A Systems approach to teaching and learning procedures :a guide for educators in developing countries.,Unesco.,371.3028 Sy995, Special Aspects of Education,"Unesco Press,",1975,0,https://libswu.on.worldcat.org/oclc/2230426
2230426,A Systems approach to teaching and learning procedures :a guide for educators in developing countries.,Unesco.,371.3 Sy995, Special Aspects of Education,"Unesco Press,",1975,0,https://libswu.on.worldcat.org/oclc/2230426
2417086,Education and development in the Third World /,"D'aeth, Richard,",370.193 Da123E, Special Aspects of Education,"Lexington Books,",1975,0,https://libswu.on.worldcat.org/oclc/2417086
2634323,Education and the employment problem in developing countries /,"Blaug, Mark.",331.137 Bl645E  c.2, Special Aspects of Education,"International Labour Office,",1974,0,https://libswu.on.worldcat.org/oclc/2634323
3489105,Career education in colleges :[a guide for planning two- and four-year occupational programs for successful employment] /,"Harris, Norman C.; Grede, John F.,",378.013 Ha315C, Special Aspects of Education,"Jossey-Bass,",1977,0,https://libswu.on.worldcat.org/oclc/3489105
5315725,Higher education and national development :proceedings /,"World University Service International Conference on the Role of University Education in National Development; Fan, Yiu-kwan,; World University Service.",378.5 In61H, Special Aspects of Education,"World University Service,",1977,0,https://libswu.on.worldcat.org/oclc/5315725
9622184,"Participation, learning, and change :Commonwealth approaches to non-formal education : an edited version of papers /","Commonwealth Conference on Non-formal Education for Development; Fordham, Paul,",370.198 Fo712P  c.2, Special Aspects of Education,"Commonwealth Secretariat,",1980,0,https://libswu.on.worldcat.org/oclc/9622184
10099251,Education and development /,"Garrett, Roger M.",370.91724 Ed24, Special Aspects of Education,"Croom Helm ;St. Martin's Press,",1984,0,https://libswu.on.worldcat.org/oclc/10099251
10131325,Higher education in the Third World :themes and variations /,"Altbach, Philip G.",378.1 Al465H, Special Aspects of Education,"Maruzen Asia :Regional Institute of Higher Education & Development,",1982,0,https://libswu.on.worldcat.org/oclc/10131325
10131325,Higher education in the Third World :themes and variations /,"Altbach, Philip G.",378.1 Al465H  c.2, Special Aspects of Education,"Maruzen Asia :Regional Institute of Higher Education & Development,",1982,0,https://libswu.on.worldcat.org/oclc/10131325
12344172,Low tech education in a high tech world :corporations and classrooms in the new information society /,"Useem, Elizabeth L.",370.19 Us74L, Special Aspects of Education,"Free Press ;Collier Macmillan,",1986,0,https://libswu.on.worldcat.org/oclc/12344172
13323415,Higher education and high level manpower in Indonesia :a study on the linkage between universities and industries in Java /,"Notodihardjo, Hardjono.",378.103 No913H, Special Aspects of Education,"Regional Institute of Higher Education and Development,",1985,0,https://libswu.on.worldcat.org/oclc/13323415
16225071,"Complete guide to competencybased education :practical techniques for planning, developing, implementing, and evaluating your program /","Bradley, Leo H.,",370.732 Br811C, Special Aspects of Education,"Prentice-Hall,",1987,0,https://libswu.on.worldcat.org/oclc/16225071
16739584,A systems approach to teaching and learning procedures :a guide for educators.,Unesco.,371.102 Sy995, Special Aspects of Education,"Unesco Press,",1981,0,https://libswu.on.worldcat.org/oclc/16739584
17298532,Education and cultural diversity /,"Hulmes, Edward.",370.941 Hu915E, Special Aspects of Education,"Longman,",1989,0,https://libswu.on.worldcat.org/oclc/17298532
19455764,The question is college :guiding your child to the right choices after high school /,"Kohl, Herbert R.",370.113 Ko79Q, Special Aspects of Education,"Times Books,",1989,0,https://libswu.on.worldcat.org/oclc/19455764
22043828,World declaration on education for all and framework for action to meet basic learning needs.,World Conference on Education for All.,370.1 Wo927  c.2, Special Aspects of Education,"Inter-Agency Commission,",1990,0,https://libswu.on.worldcat.org/oclc/22043828
22663430,Education in the developing world :conflict and crisis /,"Graham-Brown, Sarah.",370 Gr730E, Special Aspects of Education,"Longman,",1991,0,https://libswu.on.worldcat.org/oclc/22663430
22663912,"International policies for Third World education :Unesco, literacy, and development /","Jones, Phillip W.",370.91724 Jo77I, Special Aspects of Education,"Routledge,",1988,0,https://libswu.on.worldcat.org/oclc/22663912
25769872,Popularization of science and technology :delivery systems for out-of-school science activities including regional science olympiad.,Asia and the Pacific Programme of Educational Innovation for Development.RECSAM (Organization); Regional Training Workshop on Improvement of Delivery Systems for Out-of School Science Activities.Technical Working Group Meeting on the First Asia and the Pacific Regional Science Olympiad.,507.155 Po831, Special Aspects of Education,"Unesco Principal Regional Office for Asia and the Pacific,",1991,0,https://libswu.on.worldcat.org/oclc/25769872
